HVQ_039_04_000014	nhng màu thuán cá nhan cá nhàn, cổ quan cổ quan, trên durói dirói trén, nhng cái mà Thã tưong dén vói chúng ta trong mt lúe dā có bién chuyěn, dā vān phé phán nghiém khāc dè giúp chung ta bién chuyèn manh hon.
HVQ_039_04_000015	Xut phat tr mt tỉnh hình nhr thé, vie dinh dè tái nghién cún khon học 3 năm trrc dày cúa chúng ta dā có uỷ nghīa cǔa mt cuc văn dóng chán chinh ngánh.
HVQ_039_04_000016	I. Chúng ta dā chn ván dè Hùng Virong dng nưc, là dè vên dựng tur liu khão cǒ học góp phăn khòi phue mět giai đoan quan trong bàc nhát trong lịch sửů nróc nhà.
HVQ_039_04_000017	Chúng ta lai dă chǔ truong nhir thé giūa lúc chién tranh chóng Mý dang hét stre áe lit.
HVQ_039_04_000018	Chúng ta dã néu cao, dè dǒng vièn manh mē tỉnh thān nghién cru khoa hoe phue vu cách mung, nhng li dm dà tỉnh cām dân tế và nòng cháy tỉnh thàn phuc vu cách mang cǔa Hò Chù tich kính yèu trèn đèn Hùng: « Càc Vua Húng dā có cóng dgng nưóc, Bàc chán ta phãi cung nhau giū läy nróc!
HVQ_039_04_000019	Vic chon dè tài khoa học cǔa chúng ta cuói năm 1967 dàu nám 1968 như thé tà mang tỉnh chát môt luyên ngòn hánh dng; tuyèn ngòn 'dò vach ra mót lói di, khòng mèi, nhung quan trong hon là mói: dúng, và vi thé däy héra hen.
HVQ_039_04_000020	Đó là duóng lói khou hoe phue yu cách mong, dưòng lói cüa Hǎng trong khoa hoe, dáng lā khòng hao gio duge sao läng, nhung, trong thye tě, måi mè theo duòi nhūng giǎc mòng khoa học háo hoa nào dó, chúng ta mi tói dó dă bng quén.
HVQ_039_04_000021	Đtrc giác ngó - hay, nói đúng hon, đurc giàc ngò tr lai - nhięm vu và chō ding cǔn minh truée Đǎng, trong cuc sóng, chúng la cūng dòng thời, do mòt mői dày lién quan hè quă rát t nhién, nhǎn thirc dưc sy càn thit phăi tin hành nghiên cúu khoa học mt cách nghiêm túc.
HVQ_039_04_000022	Đă coi văn hóa, khoa học là môt măt trân, ngưòi chin sǐ trên măt trn này lăm sao mà cò due chin thiāng, có durge thánh tru, něu vū khi khōng sãe bén?
HVQ_039_04_000023	Luân dièm khoa học lam sao mà có duoe sre loi cuán, thuyét phuc, něu cổ s khoa hoe khong dirc xày diyng vüng váng?
HVQ_039_04_000024	Khoa học cò phuc vu dưc chinh tri hay khóng, thičt the phuc vu, nhát lá khoa học xã hoi, la chō nó có thàt s khoa học hay khóng.
HVQ_039_04_000025	Vói uỷ dǒ chinh tri vá khoa học đò, chúng ta vui mùng nhán dinh tháy đè tài Hùng Vrong dựng nuòe dā chon cò khā năng via böi dröng cho chúng ta khoa học.
HVQ_039_04_000026	TÖNG KÉT 3 NÄM. .. 15 2.
HVQ_039_04_000027	Chinh vi thé ma cháng ta, hăm hö nghièn ein töt dè phue vu töt, dă dōng thời mau chóng tháy dogs rú nhung ro ngai phái kae phte: a) Trure hét, chung ta buôn crôi vói cái vò duyèn truõe dó cua nhéng công trinh nghièn cún kion hye vói vang.
HVQ_039_04_000028	càu thá, tán rong trèn cổ s cùa nhung cú liçu cäu may, hǎn phur khiöng song loc, chinh ly, düi chiçu, phè phan.
HVQ_039_04_000029	Chúng ta băt binh trre nhng thái d an thta, gianh giát nhau, gan tại lièn, gi tú, muón hon nhau khòng phāi vi lao dóng tri tuę càn cù hon nhan, sáng tao hon nhau, có phrong pháp hon nhau.
HVQ_039_04_000030	má vi mau chàn mōt bire trong khai qușt, troug phát biču, vi vò duoe mot di vút, mt hięn trng, mot uỷ kisn cho la doe dao. .. b) Khòng tán thanh ntăng thái dò khòng dúng dò, chung ta cñng khong dành lóng trtroe tỉnh trang nhng di ticn, di chi và di vát china dwge quy trong dúng múe.
HVQ_039_04_000031	Dăe bięt la chung ta bān khoān vè tỉnh trang tài lièu khão có hoe cüng là nhūng di săn văn hóa vá lịch sửir cua dūn tế bi phăn tan, dē mát mát, tán lón, khong gàn güi duoe. ., Khai quat phai thé náo, báo tang lá thé não, quy cach cúa báo cão khão cò học, chě dò cua nhà hão tang, nhéng dièn do, khóng phãi là tói đó chúng ta đă cho lá òn, nhung toi dò chúng ta mi that s tháy là có vãn dě dáng suy nghĩ.
HVQ_039_04_000032	c) Dōng thời, ti dò chúng ta mi thãy rő s hn ch cǔa vie nghiên cúru khoa học rièng lě.
HVQ_039_04_000033	Khòng hogp cóng súre lai, dě gi lám chǔ khói tài liçu khão cò học tổ lón möi năm mt ún chút lèn!
HVQ_039_04_000034	Nói gi dön nghién cún khon hoe tòng hop, mang ánh sáng tù nhièu nguōn, tù nhièu ngành khoa hoe khác, kè cù nhüng ngành kỳ thuai hięn dai, kè că cong vięe khão bièn tng hoi văn, tung nět chū, dén soi roi và tră lai stre sóng cho nhung mănh góm, mănh döng virong vãi lai tù nghin xura!
HVQ_039_04_000035	Hoàn két, hop tác, muón thành còng khòng có con dròng nào khác.
HVQ_039_04_000036	Nhir vy là, băt tay vào nghièn cu ván dè Hùng Vưong, chúng ta nhân dinh rát rō râng vięc náy thánh cóng, thi cúng dōng thời là mot biróc xày dng ngành tién lèn.
HVQ_039_04_000037	Nghièn cun cổ két quà túe là churng minh răng nhüng yèu càn chinh tri và nhūng yéu càu khon hoe dā dāt ra là chinh dáng, là càn thičt, cùng lúe lai chirng minh răng nhāng bièn pháp dā dè ra là dúng dân, là niçu ughięm: giào duc tr tuêng, sr dungtir liè, hop tác khoa học.
HVQ_039_04_000038	方T đó, chúng ta dā làm gi?
HVQ_039_04_000039	Chúng ta dě khóng ngai tón còng súre tranh luàn nhau, trưe hět, vè khå năng nghièn cru thời kỳ Hùng Vurong diyng nuròc như mět thèi kỳ lịch sửǔ, dè tù nay dút khoat ghi váo chinh sǔ nrc nhà.
HVQ_039_04_000040	Đay là dip dè chúng ta kièm tra ký cáng lai, khòng nhung hięn vāt khão cò và mot loat nhüng cú liu sử kháe, mà că nhung quan nièm toi dó mie nhièn coi nhir khóng thè sai, vè chire năng, nhiçm vu, thăm chi uỷ nghta cún cong tac khão cò.
HVQ_039_04_000041	Nhăng cuóe bán céi dó duge 16 HÙNG VƯƠNG DÍNG NDÓG (IV) phue vu nhán dăn, thāt sử là mt trường rèn luyn vè nhân thire dõi vi băn thán khão cò học và thire chát cúa khoa hoe, cüng nhu vè phạm chất cua con ngưi trong hoat đóng khoa học.
HVQ_039_04_000042	Cnc dãu tranh náy phäi nói răng rát gay go, gian khò.
HVQ_039_04_000043	Nép quen.
HVQ_039_04_000044	Quyèn loi.
HVQ_039_04_000045	Thêm váo dó, lá dá t mt thi gian, không m rong thu vięn vá dău oe dón nhüng luòng gió mi cúa khoa học hin dai.
HVQ_039_04_000046	Song cuc dán tranh khòng thiéu nhüng giò phut căng thâng dó cui cung dā dua dén mot thâng loi chung: sử nhat tri trong chü trrong táp hop súe nghien cu ván dè Hùng vương, láy khão cò học lám chó dira chinh, nhirng văn dựng moi cúu liçu chan xác có thè phat hièn và lièn hě.
HVQ_039_04_000047	Dī nhién chúng ta khòng tuàn tu cho moi người due giài quyět xong xuói tăt că cac mãe miru trong tu tuóng, trong quan nièm, moi khoi dău cong viçc: chinh vięc làm cu thè dău tién cůa só nhǒ nguèi sóm cù quyét tâm di trróc dă thời thúc quá trinh tién dén nhát tri.
HVQ_039_04_000048	Mót yëu tó dã thúc dày mět cách quyét dinh tién b cǔa chúng ta, là sy khuyën khich cúa Thǔ tróng Phạm Văn Đǒng.
HVQ_039_04_000049	Găn mt năm kròi phan dău drói sur chi deo cúa Dăng doàn Üy han khoa học xă hși Vięt Năm dang dtra chúng ta nhtch lai gán nhau t nhãng chàn tròi khá xã, thi, do dān chúng ta khöng hay, Thǔ turóng hiét dugc nhǔng có gâng cǔa chúng ta vá di ngó uỷ muán tryre tiép nhán xět, nhir lòi Thü tuóng nói, chúng ta « làm än» ra sao.
HVQ_039_04_000050	Dy hôi nghị khoa học làn dàu lièn cün chúng ta vè ván dè Hùng Vương, tháng 12-1968, Thǔ tròng dã nội chung là tan thánh vięc làn và cách Iàm vięe cňa chúng ta.
HVQ_039_04_000051	Thư trồng còn lên thăm đền Hùng và đến thăm địa chỉ Động Đau trong quá trình khai quét.
HVQ_039_04_000052	Khi chúng ta tiến hành hội nghị lần thứ 2 tại đền Hùng năm 1969, Thủ tướng đã viết một bài trên báo Nhân Dân, biên dịch đường Hùng, truyện thôn tột đẹp của nhân dân ta và biến dường như của giới khoa học để chúng mình dựng lịch sử thành tựu của những truyện thôn đó.
HVQ_039_04_000053	Nhưng kể qua đầu tiên chúng ta đã thu được qua 2 lần hội nghị đầu tiên ngày một niềm phản hồi và tin tưởng lớn cho chúng ta.
HVQ_039_04_000054	Chúng ta đã trước vui mừng, sau đó, thấy như luân điềm của chúng ta đưa các vị lãnh đạo Đăng và Nhá nực dánh già tà có cổ s vàng, dùg quan chúng hoan nghênh và đó một phần năng cao thèm tông ty học dân tộc, diễn động báo miền Nam quan tầm theo dõi, và đưa ca du lộn của giới khoa học ra ngoài cùng chủ uy. 3.
HVQ_039_04_000055	Chúng tôi với sức mạnh này, chúng ta bước vào một giai đoạn đi anh rì vào chuyến đi, năm cứ thể lịch sử.
HVQ_039_04_000056	Con việc này dời hồi nhiều năm nay, kiến trúc, nghiên cứu và nhiều đề lao động khó khăn phải lũ não cùng các kết quả ngày, nhiều bối tranh cái có khi gạn như chát vân, bát bể... Lại phải khép mình vào ký luật, tuy là tỳ nguyên nhưng công khó thì không nghiêm ngặt, trong khi còn vì thế trông ngày văn phái d
HVQ_039_04_000057	Như vày la chúng ta dā gòp lám mět hai dè tái thuge thči kỳ TÖNG KÉT 3 NÄM. .. 17 d ng ntre vá giã nue dãu tièn, « Hùng Virong » « An Dirong Vurong », quyt tăp trung sre thèm mt bưòc, hāy chǐ nghièn cúu yán dè chǔ chőt, ván dè Hùng Virong ».
HVQ_039_04_000058	Mot thài gian dài, tùr dàu năm 1969 dén giãa nām 1970, chúng ta dā làm viéc khàn truong, phői hop cong lao nghién cru cù nhàn, nghién cúu nhóm, véri man dám nhóm, thão luân ròng rāi.
HVQ_039_04_000059	Hàu nhr cǎ năm trài không có tuān no là không có sinh hoat khoa học tàp thè tón nhǒ.
HVQ_039_04_000060	Vě tng dičm, chúng ta dă ttrng bre, tiép can chān ly.
HVQ_039_04_000061	Song song vói di sâu suy nghī, chúng ta dă tim tói nhüng phưong pháp mèri, dù chǐ mōi dói vi ta, vì chua dùng dén, nhr C14, bào tú phán hon.
HVQ_039_04_000062	quang phò. .. Chúng ta khai quát thèm, dăe bięt là tr lai kièm tra nhūng nội cir trú làu diri, è dó càc tăng vět tich sóm mușn chòng chǎt, nghièn cu thuán loi, nhir Döng Hàu, Vĩnh Quang, hoğc trő lai nhüng đia diêm dičn hình, như Gò Mun, Duòng Cò, và că Đòng Son nòi tiéng.
HVQ_039_04_000063	Khóng phài là trong quà trinh nghièn cúu khou học táp thè dài hoi đó, khòng còn con sóng gió não nòi lèn na.
HVQ_039_04_000064	Song uỷ thire tham gia xáy dăp mot s nghięp cao dep, lóng ham mè dat duoc thanh tru khoa học, cóng hién chinh táu tranh dó dèu tién dén thăng loi, mà gifra năm ngoái chúng ta dă tó chére hành cóng Hěi nghị làn th 3 uhăm chuān bi cho tǒng két hięn nay.
HVQ_039_04_000065	4. hěi nghị đò cüng như hièn nay, chùng ta khöng chú trwong khuyén hich nūa, như trròc kia, ai cò gi muón nói c nói, dè cúng nghệ, cúng hiét, úng nghī.
HVQ_039_04_000066	Quanh 6 ván dè dā dirge di sàu nghièn ctru và tranh luán, G bān páo cáo chuyén dè dă trinh báy: cách dat văn dè, nhéng dièm dă duoe soi áng, nên lám gi tiép?
HVQ_039_04_000067	Yéu càu chù yu khóng phãi lá nghệ, khòng phãi la phát biu hêm, mà la trao dôi, binh luàn, góp uỷ, có thè phè phán, bò khuyět.
HVQ_039_04_000068	Nhng cue oa dàm phong phù, sôi nδi, bò ich, như vày là dã dién ra, nh do tùng nhóm ă trant thǔ due nhièu nhăn xét dè tháy rō hon, trrore hét, nhüng phuong uróng phài theo dó phán dãu, dè có dwge mà trinh báy, bát dàn tù hóm nay hūng băn báo cáo sàu sãe hon, chinh xáe hon, toán din hon.
HVQ_039_04_000069	Chù trưong là nhir váy: làn trróe là chuàn bj tòng két và lān này là tòng ét.
HVQ_039_04_000070	Thé nhung, lǎn trróc cūng như hièn nay, nhièu bản c muón phát biču lhêm. ., Chúng tói dă phǎi däu tranh khà găng - dè khǒi lae mue dich chù yçu, à tòng két.
HVQ_039_04_000071	Cúi cúng, chúng ta đặt dạ dày mứt dích.
HVQ_039_04_000072	Nhưng không phải là lân trì, chúng ta không phàn nào nên không được chiếu hồng muốn phát biểu thêm đâu.
HVQ_039_04_000073	4 – 5 chương bản thẩm luận thì là đã trưng bày thèm; riêng phần « nói thèm » này có thể tả nổi dựng của một hội nghị!
HVQ_039_04_000074	Chúng ta lúc bây giờ đã nhàn nghệ, theo tôi nghĩ, là đúng.
HVQ_039_04_000075	Như vậy, không phải chỉ vì chúng ta có một thói quen: cứ có hề nghĩa thì hề có thẩm luận, và kẻq qua hội nghị hay do bàng sao thẩm luận!
HVQ_039_04_000076	Cũng không hại gì là vì chúng ta này và kinh nghiệm tỉnh. .. Đây là lịch sử thời bình 18 HÙNG VƯƠNG DÚNG NƯỚC (IV) minh chứng dân tộc ta là một dân tộc tái vị cúng phong phù; còn nhiều văn đề phái dĩa xôi ra, dạng dở xói ra, đề 15, 2 năm tài chúng ta tim soi sáng. .. Nguyện vọng của.
HVQ_039_04_000077	Các bản là chính danh, và hội nghị cúng mừng dương biệt thèm nhưng khi cân mí, những suy nghĩ mí. .. Nhưng dù thế nào, lần này chúng ta, rát tiếc, nhưng không thể thỏa mạn ước vọng đo.
HVQ_039_04_000078	Vì sao lẫn này?
HVQ_039_04_000079	Đó là vì những chuyển đề của chúng ta, văn 6, nhưng lần này không phải là mỗi chuyển đề trình bày trên dưới một tiếng đồng hồ trước, mà lần này mỗi chuyển đề gồm một hệ thống bái, cho nên 5 buổi tỉnh cho hội nghị lại cho các chuyển đề đúc trình hày, không có trao đổi ủy kiến.
HVQ_039_04_000080	Như thế không có nghĩa là chúng ta coi như văn đề đã đoán giải quyết sơn sẻ, nay chỉ còn cạn giới thiểu.
HVQ_039_04_000081	Chúng ta gioi thięn thói hōi nghj này; dúng.
HVQ_039_04_000082	Nhung chúng ta s còn dănh 3 năm toi cho vièe hoán chinh thèm mòt buée còng trinh nghién ciru 3 năm qua mà chúng ta dang tòng kët.
HVQ_039_04_000083	Tòng két là dè dành dáu, khòng phāi lá dè dóng cǔa.
HVQ_039_04_000084	Hàng chue còng trinh mà boi nghị dā nhan duge, hay dă dugc húa viét (nhièn còng trinh dò viét rát còng phú, mot só gòm dén 60 - 70 chức trang viét sát), là nh ng băn goi uỷ moi dàu tièn, rát quy báu, cho buóc tiën mói san dáy cùa chúng ta.
HVQ_039_04_000085	Két quá vięe lám 3 năm qua cúa chúng ta nén dánh giá ra sao?
HVQ_039_04_000086	I. Nhin trǒ lai 3 năm qua, chúng ta có thè hái lòng vě vięc đã làm.
HVQ_039_04_000087	Chúng ta hāy khòng ngui thiu khièm tón mà nhǎn dinh râng dā hoàn thành duge nhu mong muón ké hoach hoat đồng khoa hoe: khüng dinh thi kỳ Hùng Virong là cổ that trong lịch sửú và biroe dău di său tim hiču nhūng văn dè mău chőt nhát cúa thời kỳ.
HVQ_039_04_000088	Do dó má chúng ta dă góp phān bài duōng nièm ty háo dăn těc trong nhán dén, trong Năm ngoài Bâc, có thè tiy coi nhu dă cò it nhiču dóng góp trong sir nghièp cách mang chung.
HVQ_039_04_000089	Dòng thèi cūng do đó mà chúng ta dã góp phan chúng minh dwong lái cùa Dăng trong khoa hge là dúng dán, dă xáy dng ngành vüng manh và dã khăng dinh tǎc dựng cüa khoa học, dăe bięt khoa học xǔ hói, trong cuóc sóng ngáy nay.
HVQ_039_04_000090	Phän khi vè vięe dă làn durye, chúng ta càng phn khi nhin vè trong lai.
HVQ_039_04_000091	Phần nào vì 3 năm trắc mặt, trên đá tiến lên hiện nay, chúng ta sẽ đạt một cách vừa chặt, hằng mệt hề thông nhưng còn sách mà chúng ta đã có d kiên biên soạn, bởi tiền lên của chúng ta hiện nay trong việc nghiên cứu xã hội Việt Nam, nghiên cứu thí ký đang rở và gìn giữ đầu tiên của dân tộc.
HVQ_039_04_000092	Phần nào vì, với đôi ngũ chúng ta hiện nay, gắn bó với nhau, đúng xác định ủy thực và quan niệm về công tác khoa học, đẩy rèn dạ phong pháp nghiên cứu và đúng năng cao trình đó chuyển môn trong những ngày phán đầu và lao động qua, chúng ta tin rằng sẽ đáp ứng mọi nhiệm vụ nghiên cứu.
HVQ_039_04_000093	a. Thật ra, mọi địa chỉ công tác của phái là đã bỏ bản toán thuần ti.
HVQ_039_04_000094	Quy chế hảo vẽ, sắp xếp, khai thác, sử dựng di sản vật chất cũ nặng thời đại để tổng kết 3 năm.
HVQ_039_04_000095	19 quy - là dõi trưng hồn dòng của khảo cổ học -, đôi hồi phái dùg cài tiền, để tránh ninh tôn thát nhé văn xây ra và để dờ tàn dựng trong nghiên cứu khen học.
HVQ_039_04_000096	Yêu cầu phối hợp công tác đa dạng để ra, nhưng chưa có quy định nào thì, chra cổ tới.
HVQ_039_04_000097	Chúng ta cũng còn mong mọi diễn giải xây dựng những cổ sở xét nghiệm hiện đại mà nhà khoa học th giói ngụy cánh nhàn thẻ diễn tả dựng trong khảo cổ học.
HVQ_039_04_000098	Vì một nguồn tài liệu, trao đổi với nỗi ngoài, để biệt vời các nợre lặng giếng và cái nửa rẻ vững Đồng Năm Á, nay diễn tả thấy rỗ là cân.
HVQ_039_04_000099	Mà về việc nghiên cứu thời kỳ dựng mới và gìn giữ đầu tiên của chúng ta, ủy chọn ta sung mạnh thấy dồn chu ủy, hay cùng cổ thể núi ngôi khen, thát ra hùng ta chura có lý do để tự mình.
HVQ_039_04_000100	Số dị hùng kết quả broc dãn của chúng ta có gầy ra đôi chnt tiếng vang, đó là vì ông nhân dàn ta chung thụy, a nóng mơe nh ngnôn », là vì Đảng ta muốn dán óe ta tin lén chù.
HVQ_039_04_000101	Công lao của anh chị em là lớn.
HVQ_039_04_000102	Cũng khó mà nén phụ nhẫn hay hà hàp tài năng của anh chị em chúng ta, nhưng con người thuộc mệt dàn tệ hồng minh và anh hưởng.
HVQ_039_04_000103	Tuy nhiên, chúng ta vẫn cần thay rời thành công bộ của chúng ta có đủ để dựng chính trị và tỉnh thành dạng kẻ nợ ngày nay, hoặc những khóng phải chỉ do công su và trí tuệ chúng ta.
HVQ_039_04_000104	Muốn tiếp tục có ông hình, tiếp tục nghiên cứu năng thời kỳ dần tế chuyển minh xây trong ở, hay bộc sang tầm hiệu một giải đoàn não khác, một mặt nào khác cùng được nước nhà, chúng ta còn phải ra sự xây đúng ngành hơn nữa, bởi đúng ăn thân hơn nữa.
HVQ_039_04_000105	CHÚNG MINH THỜI HÙNG VƯƠNG LÀ CÓ THI PHẠM HUY THÔNG gian, sư thi, thời thời, nhiều khi phản ánh thực tế lịch sử trung thành hơn nữa, bỗng đồng bè của.
HVQ_039_04_000106	Câu nói thầm sau năm nó cả Bác Hè trấn đèn Hùng về các vua Hùng đang như không phải dĩ ra trấn những công trình nghiên
HVQ_039_04_000107	Vá nhán dân ta truc sau trày hoi dèn Húng vi mot tám lóng thánh kinh, vi mět nièm lin vüng chãc cò òng cha vī dai.
HVQ_039_04_000108	Thé nhưng, cách dáy 3 năm, bát tay vào nghién cúu khon học thi ký Hùng Vương, chungta phåi xut phát túr syr cān thiét phãi ching minh râng dò là mot thi kỳ có thàt trong lịch sửǔ, coi dò nhu mot già thiét cóng tác.
HVQ_039_04_000109	Sò dī nhu vay.
HVQ_039_04_000110	châng phāi chī vi dă có nhüng học già Au Tăy, vi óc ký thi chúng tóc cůa ho.
HVQ_039_04_000111	đã suy luận rằng, dù, trúc khi tiếp xuôi với văn hóa Trung Nguyên phía Bắc, vùng sông Hồng đã có những con người biết khán rừng «lạc», thì trình độ của dân tộc văn chí có thể gọi là «mông mù» mà thời.
HVQ_039_04_000112	Cũng chẳng phải chỉ vì, nhưng vùng miền Nam có tầm chí ngày nay tràn đất nở tân, có những tên linh cửu chiến tranh tầm lưới, những học giả già nóng can và thiếu trách nhiệm, cùng dòng thi là chùa nấm hệt pháp khoa học, đánh giá lịch sử có đại của dân tộc như một chuyến hoàng dựng, chuyến «tràu ma răn thn» như lài ho nói, chẳng phải vì thế.
HVQ_039_04_000113	Chúng ta không hoang mang vì đâu án khoa học của những luận đề xã là áy dại với niềm tin lâu dài của người dân, dù để thêm vào đó lại còn có ủy tín của những bác học phương Tây, hay ... lại của con người bàn địa. .. Chúng là vừa vì chia sẻ niềm tin của dân tộc, vì ra vi khách quan khoa học, không thừa nhận những suy diễn chả dạ sure thuyết phê của họ, đôi khi như lập loạn khoa học vững vàng
HVQ_039_04_000114	Nhu vày, khòng phãi chi vi nhūng I1.
HVQ_039_04_000115	Ma-spè-rò hsy vi nhüng Nguyēn Phuong má chúng la phai trò lai ngon nguōn cua ngon nguön, ty dăt cho inh nhięm vu phāi chúng minh, trròe tièn dā, thời kỳ các vua llung durng ntróe khóng phǎi là mót cau chuyèn vu yo.
HVQ_039_04_000116	Sò dǐ chúng ta phāi dǎt mne lièn hánh đồng dàu tiéu như thé, là vi, trróe dày muoi năni thời, diya vào sú sách cúa E zmire ta nhát đinh phǎi mrong trơng râng ho đã sáng tổ ra nhüng giá tri văn hóa yà tỉnh thān huy hoàng.
HVQ_039_04_000117	dã quy tu trong mot tò chre xã hóī đáng goi lá « niròe ». .. Āy tà vi nhüng diču durge ghi chép tr làu xtra vè các vua Hùng phǎi nói lá đă it öi, lai khò tin cěy, khičn cho, dya vào dó - mà trwoe dáy chǐ có thè thé - dè nói ráng thri kỳ Húng Vwong là có thăt, thi dưng vè măt khách quan ktioa he, là chtra có cú lièn véng văng.
HVQ_039_04_000118	Cüng nhu, xin nói thèm ngày, cūng dra vào dò dè chǔ trrong nguoe lai, khâng dinħ râng thi ký Hùng Viưong Ta khōng có, thì cūng khòng thè bảo rāng dā có ctr lièu!
HVQ_039_04_000119	Váy sr lin thánh văn, chò dya và nguōn gőc cúa moi dièu tranh lun triróe dáy vè cáe vua Húng.
HVQ_039_04_000120	cò nhǔng gi?
HVQ_039_04_000121	Sử lệnh chính thể nhất, cũng có thể coi nhiều cổ bản nhất, là Đại Việt sử ký toàn thư của Ngô Sĩ Liên, soạn thời Lê Thánh Tông, có 15 quyển, trong các thời kỳ đã qua (thì có vua Hùng chăm đút sử ký thứ 3 trổc Cổ Nguyên) ít nhất 17 quyển.
HVQ_039_04_000122	S. Nguyễn, đề tài thời Tự Dụ mới soạn xong, thì chăng nói lăm gì.
HVQ_039_04_000123	Còn, người nào vào Đại Việt sử lược khuyết danh mà nhạn định và suy luận gì, thì cũng không thể không ràng buộc sách đó, không thì sớm hơn thế kỷ 13‑14, cũng cách sử Việt đã qua khoảng 1500 năm, không ít.
HVQ_039_04_000124	Lại không phải chỉ có vạn đề năm tháng – tuy vạn đề năm tháng chỉ đạt ra như thế.
HVQ_039_04_000125	Phải xét thềm thái d của xã gia.
HVQ_039_04_000126	Kẻ xong câu chuyển Sơn Tỉnh – Thủy Tỉnh thuộc cuối thì Hùng Vương.
HVQ_039_04_000127	Ngô Sĩ Liên đánh giá sử việc coi như đã xảy ra là « thảm quái dần ».
HVQ_039_04_000128	Lê Văn Hữu trích được hơn 2 kỷ ký, trong bộ sưu tập Trấn, nay đã mất, có thể để lại thái ký này, khó ghi, vì theo Ngô Sĩ Liên, bộ sách của Lê Văn Hữu chỉ bát dâu tự nhà Triều.
HVQ_039_04_000129	Nay Ngô Sĩ Liên có ghi (phải chẳng dối súc ép của du lùn trong thời?).
HVQ_039_04_000130	), nhưng nhà nho cũng không muốn bản bệ, chê cử rối minh tin nhầm, hàn là thê!
HVQ_039_04_000131	Cho nên nhát định giới thích: tam kẻ c hương cũ, chẳng qua đề truyền liệu nghị hoặc.
HVQ_039_04_000132	« Cổ thuật ký cử truyền nghị ».
HVQ_039_04_000133	Hơn nữa, hề Ngò lại còn binh luân: « Tin thưa bát như vợ thưa ».
